-7.391723952051748592e-01,2.245107810712430485e+00,-2.145427189883970520e-01,2.011709473624369859e-01,5.031808175391432325e-01,-1.189367843486640597e+00,-4.503956211093126938e-01,-1.511901376459370727e+00,4.121627066294795694e-01,-6.296597640708569976e-01
-7.391723952051748592e-01,-1.380624481516639079e-01,9.619818690124964933e-01,-1.255830470221130701e+00,1.453633472890855094e+00,1.143622926429462172e+00,-1.062933665817977769e+00,-2.157147989006884536e+00,9.960598743545755474e-01,5.821382724428676436e-01
5.725983343138758147e-02,1.869153144207126305e-01,-9.204574717889332236e-01,-1.862914394214283842e+00,5.031808175391432325e-01,5.603752339504365354e-01,-1.062933665817977769e+00,-8.666547639118570290e-01,4.121627066294795694e-01,5.821382724428676436e-01
5.882146525224292155e-01,-1.871277181871005446e+00,-9.204574717889332236e-01,-1.012996900623869490e+00,-4.472718378125687400e-01,5.603752339504365354e-01,-4.503956211093126938e-01,-2.214081513643433030e-01,-1.339528796545808254e+00,-6.296597640708569976e-01
1.384646881158991594e+00,2.952412352781714766e-01,1.432591704212853978e+00,-1.134413685422499984e+00,9.784071452149991632e-01,5.603752339504365354e-01,1.387218513016682975e+00,4.238384611831704230e-01,4.121627066294795694e-01,1.793936308956592285e+00
-2.082175761141332460e-01,-5.713661315814992925e-01,-6.851525541887545367e-01,5.654213017583289425e-01,-4.472718378125687400e-01,1.143622926429462172e+00,1.387218513016682975e+00,-2.214081513643433030e-01,9.960598743545755474e-01,-6.296597640708569976e-01
8.536920620679500082e-01,-3.547142898665816002e-01,2.076219861178165565e-02,6.868380865569595484e-01,1.453633472890855094e+00,-6.061201510076148491e-01,-4.503956211093126938e-01,1.069085073730684066e+00,9.960598743545755474e-01,-6.296597640708569976e-01
5.882146525224292155e-01,-1.112995735868793412e+00,-1.155762389389111799e+00,-2.844961918320855765e-01,2.795448986328723240e-02,5.603752339504365354e-01,-4.503956211093126938e-01,1.069085073730684066e+00,4.121627066294795694e-01,-6.296597640708569976e-01
8.536920620679500082e-01,-2.973652729420505139e-02,-2.332286977390005678e+00,1.051088440952851366e+00,9.784071452149991632e-01,-6.061201510076148491e-01,-1.062933665817977769e+00,-8.666547639118570290e-01,-1.717344610956163808e-01,5.821382724428676436e-01
5.725983343138758147e-02,-2.973652729420505139e-02,1.432591704212853978e+00,-1.255830470221130701e+00,1.453633472890855094e+00,1.143622926429462172e+00,7.746804683080177334e-01,-2.214081513643433030e-01,9.960598743545755474e-01,-6.296597640708569976e-01
5.882146525224292155e-01,-6.796920524389581386e-01,-4.498476365885757944e-01,7.975416256380633839e-02,-4.472718378125687400e-01,1.143622926429462172e+00,-1.062933665817977769e+00,1.069085073730684066e+00,-1.923425964270904176e+00,-6.296597640708569976e-01
5.725983343138758147e-02,1.270174522995300981e+00,2.076219861178165565e-02,-5.273297614293468438e-01,-4.472718378125687400e-01,1.143622926429462172e+00,-1.062933665817977769e+00,-2.214081513643433030e-01,-1.339528796545808254e+00,5.821382724428676436e-01
-7.391723952051748592e-01,-1.004669815011334677e+00,2.560671162119603772e-01,2.022422719341896435e+00,-4.472718378125687400e-01,1.143622926429462172e+00,7.746804683080177334e-01,-2.214081513643433030e-01,-1.717344610956163808e-01,1.793936308956592285e+00
3.227372429769084228e-01,-2.973652729420505139e-02,2.076219861178165565e-02,-1.255830470221130701e+00,-1.872950820840136643e+00,1.143622926429462172e+00,1.387218513016682975e+00,-2.214081513643433030e-01,4.121627066294795694e-01,-6.296597640708569976e-01
5.882146525224292155e-01,7.285449187080068612e-01,2.560671162119603772e-01,6.868380865569595484e-01,-1.397724493164280712e+00,5.603752339504365354e-01,-1.675471710526643010e+00,1.069085073730684066e+00,9.960598743545755474e-01,-6.296597640708569976e-01
-7.391723952051748592e-01,1.486826364710218673e+00,-1.391067306989290708e+00,1.172505225751482083e+00,-4.472718378125687400e-01,-1.772615535965666123e+00,1.621424235993525198e-01,1.069085073730684066e+00,1.579957042079671581e+00,5.821382724428676436e-01
